#SampleID	ERR10863180	ERR10863190	ERR10863200	ERR10863210	ERR10863220	ERR10863230	ERR10863240	ERR10863250	ERR10863260	ERR10863270	ERR10863280	ERR10863290	ERR10863300	ERR10863310	ERR10863320	ERR10863330	ERR10863340	ERR10863181	ERR10863191	ERR10863201	ERR10863211	ERR10863221	ERR10863231	ERR10863241	ERR10863251	ERR10863261	ERR10863271	ERR10863281	ERR10863291	ERR10863301	ERR10863311	ERR10863321	ERR10863331	ERR10863341	ERR10863182	ERR10863192	ERR10863202	ERR10863212	ERR10863222	ERR10863232	ERR10863242	ERR10863252	ERR10863262	ERR10863272	ERR10863282	ERR10863292	ERR10863302	ERR10863312	ERR10863322	ERR10863332	ERR10863342	ERR10863183	ERR10863193	ERR10863203	ERR10863213	ERR10863223	ERR10863233	ERR10863243	ERR10863253	ERR10863263	ERR10863273	ERR10863283	ERR10863293	ERR10863303	ERR10863313	ERR10863323	ERR10863333	ERR10863343	ERR10863184	ERR10863194	ERR10863204	ERR10863214	ERR10863224	ERR10863234	ERR10863244	ERR10863254	ERR10863264	ERR10863274	ERR10863284	ERR10863294	ERR10863304	ERR10863314	ERR10863334	ERR10863344	ERR10863185	ERR10863195	ERR10863205	ERR10863215	ERR10863225	ERR10863235	ERR10863245	ERR10863255	ERR10863265	ERR10863275	ERR10863285	ERR10863295	ERR10863305	ERR10863315	ERR10863335	ERR10863345	ERR10863186	ERR10863196	ERR10863206	ERR10863216	ERR10863226	ERR10863236	ERR10863246	ERR10863256	ERR10863266	ERR10863276	ERR10863286	ERR10863296	ERR10863306	ERR10863326	ERR10863336	ERR10863346	ERR10863177	ERR10863187	ERR10863197	ERR10863207	ERR10863217	ERR10863227	ERR10863237	ERR10863247	ERR10863257	ERR10863267	ERR10863277	ERR10863287	ERR10863297	ERR10863307	ERR10863317	ERR10863337	ERR10863178	ERR10863188	ERR10863198	ERR10863208	ERR10863218	ERR10863228	ERR10863238	ERR10863248	ERR10863258	ERR10863268	ERR10863278	ERR10863288	ERR10863298	ERR10863318	ERR10863328	ERR10863338	ERR10863179	ERR10863189	ERR10863199	ERR10863209	ERR10863219	ERR10863229	ERR10863239	ERR10863249	ERR10863259	ERR10863269	ERR10863279	ERR10863289	ERR10863299	ERR10863309	ERR10863319	ERR10863329	ERR10863339
sk__Eukaryota;k__;p__Tubulinea;c__Echinamoebida	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Eukaryota;k__;p__Tubulinea;c__Echinamoebida;o__;f__;g__Vermamoeba	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	161	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Eukaryota;k__;p__Tubulinea;c__Elardia	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0
sk__Eukaryota;k__;p__Tubulinea;c__Elardia;o__Euamoebida	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
sk__Eukaryota;k__;p__Tubulinea;c__Elardia;o__Euamoebida;f__Hartmannellidae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	2	0	0	0	0	1	0	0	0	0	6	1	0	0	0	0	0	1	0	0	0	0	3	0	0	2	0	0	0	0	0	0	0	0	5	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	1	0	0	0	0	1	0	2	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	4	0	1	0	3	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0
sk__Eukaryota;k__;p__Tubulinea;c__Elardia;o__Euamoebida;f__Hartmannellidae;g__Hartmannella	1	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	2	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	2	5	0	0	0	0	1	0	0	0	1	0	1	0	0	0	0	1	1	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	3	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	2	0	0	0	0	0	1	4	0	1	0	0	0	0	0	0	8	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Eukaryota;k__;p__Tubulinea;c__Elardia;o__Euamoebida;f__Hartmannellidae;g__Hartmannella;s__Hartmannella_abertawensis	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	32	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	16	0	0	0	0	0
sk__Eukaryota;k__;p__Tubulinea;c__Elardia;o__Euamoebida;f__Hartmannellidae;g__Nolandella;s__Nolandella_sp._ATCC_50913	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Eukaryota;k__;p__Tubulinea;c__Elardia;o__Euamoebida;f__Hartmannellidae;g__Nolandella;s__Nolandella_sp._ATCC_PRA-27	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	2	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	2	0	0	0	0	0	0	1	0	0	0	0	1	0	1	0	1	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Eukaryota;k__;p__Tubulinea;c__Elardia;o__Leptomyxida	0	0	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	1	0	0	0	0	2	0	0	0	1	0	1	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1	0	0	0	0	0	10	0	0	0	1	0	0	0	1	0	1	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	1	4	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	1	0	0	0	0	2	0	0
sk__Eukaryota;k__;p__Tubulinea;c__Elardia;o__Leptomyxida;f__Flabellulidae	0	0	0	1	0	1	1	1	1	0	0	0	0	0	0	0	0	0	0	0	2	1	0	0	0	1	0	0	3	0	0	0	0	0	0	0	0	1	0	4	3	0	0	0	0	1	4	0	0	0	0	1	1	0	0	0	0	3	0	0	0	0	3	4	0	0	0	0	0	7	0	0	0	3	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	4	0	0	0	0	0	0	2	1	0	1	0	0	0	0	0	4	3	0	0	0	0	0	0	0	0	0	5	0	0	0	0	2	0	0	0	0	2	0	0	0	0	1	2	0	0	1	0	2	2	0	0	0	0
sk__Eukaryota;k__;p__Tubulinea;c__Elardia;o__Leptomyxida;f__Flabellulidae;g__Rhizamoeba;s__Rhizamoeba_saxonica	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Eukaryota;k__Fungi	17	1	6	8	7	10	1	1	1	1	7	7	1	0	0	0	0	20	0	1	13	7	6	9	1	2	2	1	11	4	0	0	0	0	9	0	2	16	1	20	7	1	4	3	2	11	14	0	0	0	0	10	8	7	5	2	8	8	1	1	2	0	12	20	0	0	0	0	9	65	0	7	28	12	2	3	6	6	1	47	4	0	0	0	3	15	2	4	5	0	2	2	853	5	0	12	7	0	0	0	3	10	1	5	6	11	4	11	0	1	13	34	4	0	0	0	1	3	9	9	3	3	1791	1	8	1	5	2	54	0	0	0	13	0	22	1	6	7	44	3	9	0	2	3	1	0	0	1	7	3	7	4	4	4	4	2	1	3	0	3	2	0	1	0	1
sk__Eukaryota;k__Fungi;p__Ascomycota	74	38	3	87	36	31	66	19	32	3	15	17	0	1	2	1	2	285	36	0	149	24	92	61	14	37	4	15	33	2	1	0	0	0	111	350	38	54	21	155	52	7	49	4	13	31	7	0	0	3	0	1	136	150	150	21	133	78	13	35	0	7	35	13	0	0	1	2	4	627	10	132	756	54	19	11	49	5	12	103	2	0	0	0	6	96	9	0	22	1	21	21	1395	22	7	56	13	0	0	0	47	49	10	0	43	80	39	13	12	35	53	88	11	0	0	1	24	56	75	25	6	31	525	17	2	13	48	91	228	0	0	0	40	34	144	24	27	38	127	50	2	13	35	58	0	0	0	0	130	28	2	110	13	29	84	47	30	10	11	69	2	0	0	0	0
sk__Eukaryota;k__Fungi;p__Ascomycota;c__Arthoniomycetes;o__Arthoniales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Eukaryota;k__Fungi;p__Ascomycota;c__Dothideomycetes	2	7	0	15	7	1	0	0	1	1	6	0	0	0	0	0	0	39	6	0	13	6	12	1	5	3	0	8	4	0	0	1	0	0	23	71	3	3	3	14	1	1	0	0	0	5	0	0	0	0	0	0	19	59	15	3	7	1	4	4	1	6	1	0	0	0	0	1	0	149	1	23	3	9	0	2	1	1	3	5	1	0	0	0	0	25	0	0	0	0	8	5	0	2	1	1	0	0	0	0	10	6	1	0	2	4	0	0	1	3	9	7	0	0	0	0	0	6	14	3	0	3	5	3	0	0	5	2	1	0	0	0	6	4	30	0	7	10	7	16	0	0	1	11	0	0	0	0	30	10	0	8	1	2	7	6	3	0	2	3	0	0	0	0	0
sk__Eukaryota;k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	6	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	9	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	9	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0
sk__Eukaryota;k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Botryosphaeriales;f__Botryosphaeriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Eukaryota;k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	5	0	0	0	0	0	0	0	0	0	0	0	0	0	0	5	0	0	0	2	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	1	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0
sk__Eukaryota;k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Cladosporiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Eukaryota;k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Mycosphaerellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Eukaryota;k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Capnodiales;f__Teratosphaeriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Eukaryota;k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	0	0	0	3	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	1	1	0	0	0	0	0	0	0	0	1	0	0	3	0	0	1	0	3	1	5	0	0	0	0	0	0	0	0	0	14	0	3	0	0	2	0	0	0	0	1	0	0	0	0	0	1	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	3	0	0	0	0	0	0	0	0	3	0	0	0	0	0	3	0	3	3	0	0	0	0	1	0	1	0	0	0	4	1	0	0	2	6	0	0	0	0	3	0	1	0	0	0	1	0	0	0	0	4	0	0	0	0	0
sk__Eukaryota;k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Pleosporales;f__Leptosphaeriaceae;g__Leptosphaeria	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Eukaryota;k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Tubeufiales;f__Tubeufiaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Eukaryota;k__Fungi;p__Ascomycota;c__Dothideomycetes;o__Venturiales;f__Sympoventuriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	4	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Eukaryota;k__Fungi;p__Ascomycota;c__Eurotiomycetes	0	0	0	1	0	0	1	0	4	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	1298	0	6	0	2	4	0	3	0	0	0	0	0	0	0	0	0	1	0	2	0	0	1	0	1	0	0	0	0	0	0	0	0	0	6	0	3	8611	0	0	0	0	0	0	1	0	0	0	0	0	2	0	0	0	1	1	0	30212	0	0	0	0	0	0	0	2	1	0	0	0	1	1	0	0	2	1	0	1	0	0	0	0	0	0	0	0	0	2940	1	0	0	1	2	0	0	0	0	0	0	1	343	0	0	58	0	0	2	0	2	0	0	0	0	0	1	0	1	0	1	2	0	0	1	1	0	0	0	0	0	0
sk__Eukaryota;k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales	10	7	0	258	12	7	62	4	11	1	21	10	0	0	0	0	0	49	15	0	320	25	16	72	6	16	0	5	21	3	0	0	0	0	7	72	1	135	9	59	65	4	3	0	5	31	4	0	0	0	0	0	98	30	317	9	26	113	9	11	0	8	21	11	0	0	0	0	0	365	5	201	26	49	18	14	10	0	5	27	2	0	0	0	0	52	10	0	10	0	9	12	53	33	7	30	5	0	0	0	20	30	1	0	13	33	11	0	1	21	36	32	6	0	0	0	3	17	30	5	0	10	29	13	0	2	22	3	49	0	0	0	4	18	85	9	6	3	207	6	0	5	25	3	0	0	0	0	22	14	0	151	9	6	103	13	8	1	13	5	0	0	0	0	0
sk__Eukaryota;k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Herpotrichiellaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	3	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	1	0	0	0	0	0	0	0	0	0	0
sk__Eukaryota;k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Chaetothyriales;f__Trichomeriaceae	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Eukaryota;k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Sclerococcales	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Eukaryota;k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
sk__Eukaryota;k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Verrucariales;f__Verrucariaceae	0	0	0	0	0	0	0	0	0	0	0	2	0	0	0	0	0	0	2	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	1	0	0	0	0	1	0	0	0	0	0	0	7	0	0	0	0	0	4	6	0	0	3	1	0	0	0	0	1	8	0	0	0	0	0	20	2	0	0	0	0	0	0	0	0	1	5	0	0	0	0	6	3	0	0	0	0	0	0	0	0	2	1	0	0	0	2	0	1	0	0	4	0	0	0	0	1	5	0	0	0	0	0	11	1	2	0	0	0	0	0	0	0	0	7	0	0	0	0	7	4	0	3	0	0	0	0	0	0	0	0	0	0	0	0	3	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
